"cowcode"	"year"	"region"	"income"
705	1975	"Central Asia"	NA
369	1975	"Eastern Europe"	NA
370	1975	"Eastern Europe"	NA
366	1975	"Northern Europe"	NA
367	1975	"Northern Europe"	NA
368	1975	"Northern Europe"	NA
372	1975	"Western Asia"	NA
346	1975	"Southern Europe"	NA
344	1975	"Southern Europe"	NA
349	1975	"Southern Europe"	NA
531	1975	"Eastern Africa"	NA
316	1975	"Eastern Europe"	NA
317	1975	"Eastern Europe"	NA
986	1975	"Micronesia"	NA
41	1976	"Caribbean"	"0"
42	1976	"Caribbean"	"0"
70	1976	"Central America"	"1"
90	1976	"Central America"	"0"
91	1976	"Central America"	"0"
92	1976	"Central America"	"1"
93	1976	"Central America"	"1"
94	1976	"Central America"	"1"
95	1976	"Central America"	"1"
530	1976	"Eastern Africa"	"0"
710	1976	"Eastern Asia"	"0"
712	1976	"Eastern Asia"	"0"
731	1976	"Eastern Asia"	"0"
732	1976	"Eastern Asia"	"1"
740	1976	"Eastern Asia"	"2"
360	1976	"Eastern Europe"	"0"
365	1976	"Eastern Europe"	"1"
265	1976	"No Region"	"0"
315	1976	"No Region"	"1"
345	1976	"No Region"	"1"
713	1976	"No Region"	"0"
651	1976	"Northern Africa"	"0"
100	1976	"South America"	"1"
130	1976	"South America"	"1"
135	1976	"South America"	"1"
140	1976	"South America"	"1"
145	1976	"South America"	"0"
150	1976	"South America"	"0"
155	1976	"South America"	"1"
775	1976	"South-Eastern Asia"	"0"
800	1976	"South-Eastern Asia"	"0"
840	1976	"South-Eastern Asia"	"0"
850	1976	"South-Eastern Asia"	"0"
630	1976	"Southern Asia"	"1"
700	1976	"Southern Asia"	"0"
750	1976	"Southern Asia"	"0"
760	1976	"Southern Asia"	"0"
770	1976	"Southern Asia"	"0"
780	1976	"Southern Asia"	"0"
790	1976	"Southern Asia"	"0"
230	1976	"Southern Europe"	"2"
232	1976	"Southern Europe"	"0"
235	1976	"Southern Europe"	"1"
331	1976	"Southern Europe"	"0"
339	1976	"Southern Europe"	"0"
350	1976	"Southern Europe"	"1"
450	1976	"Western Africa"	"0"
640	1976	"Western Asia"	"1"
645	1976	"Western Asia"	"1"
652	1976	"Western Asia"	"0"
660	1976	"Western Asia"	"0"
663	1976	"Western Asia"	"0"
679	1976	"Western Asia"	"0"
698	1976	"Western Asia"	"1"
221	1976	"Western Europe"	"0"
223	1976	"Western Europe"	"0"
900	1976	"Australia and New Zealand"	"2"
920	1976	"Australia and New Zealand"	"2"
40	1976	"Caribbean"	"1"
290	1976	"Eastern Europe"	"1"
310	1976	"Eastern Europe"	"1"
355	1976	"Eastern Europe"	"1"
260	1976	"No Region"	"2"
2	1976	"Northern America"	"2"
20	1976	"Northern America"	"2"
200	1976	"Northern Europe"	"2"
205	1976	"Northern Europe"	"1"
375	1976	"Northern Europe"	"2"
380	1976	"Northern Europe"	"2"
385	1976	"Northern Europe"	"2"
390	1976	"Northern Europe"	"2"
395	1976	"Northern Europe"	"2"
101	1976	"South America"	"1"
160	1976	"South America"	"1"
165	1976	"South America"	"1"
560	1976	"Southern Africa"	"1"
325	1976	"Southern Europe"	"2"
666	1976	"Western Asia"	"1"
670	1976	"Western Asia"	"2"
210	1976	"Western Europe"	"2"
211	1976	"Western Europe"	"2"
212	1976	"Western Europe"	"2"
220	1976	"Western Europe"	"2"
225	1976	"Western Europe"	"2"
305	1976	"Western Europe"	"2"
620	1976	"Northern Africa"	"0"
811	1976	"South-Eastern Asia"	"0"
818	1976	"No Region"	"0"
812	1976	"South-Eastern Asia"	"0"
600	1976	"Northern Africa"	"0"
616	1976	"Northern Africa"	"1"
625	1976	"Northern Africa"	"0"
820	1976	"South-Eastern Asia"	"1"
452	1976	"Western Africa"	"0"
438	1976	"Western Africa"	"0"
520	1976	"Eastern Africa"	"0"
580	1976	"Eastern Africa"	"0"
471	1976	"Middle Africa"	"0"
481	1976	"Middle Africa"	"1"
482	1976	"Middle Africa"	"0"
483	1976	"Middle Africa"	"0"
484	1976	"Middle Africa"	"0"
490	1976	"Middle Africa"	"0"
432	1976	"Western Africa"	"0"
433	1976	"Western Africa"	"0"
434	1976	"Western Africa"	"0"
435	1976	"Western Africa"	"0"
436	1976	"Western Africa"	"0"
437	1976	"Western Africa"	"0"
439	1976	"Western Africa"	"0"
461	1976	"Western Africa"	"0"
475	1976	"Western Africa"	"0"
352	1976	"Western Asia"	"1"
510	1976	"Eastern Africa"	"0"
451	1976	"Western Africa"	"0"
690	1976	"Western Asia"	"2"
51	1976	"Caribbean"	"1"
500	1976	"Eastern Africa"	"0"
516	1976	"Eastern Africa"	"0"
517	1976	"Eastern Africa"	"0"
615	1976	"Northern Africa"	"1"
990	1976	"Polynesia"	"0"
52	1976	"Caribbean"	"1"
501	1976	"Eastern Africa"	"0"
551	1976	"Eastern Africa"	"0"
553	1976	"Eastern Africa"	"0"
338	1976	"Southern Europe"	"1"
552	1976	"Eastern Africa"	"0"
830	1976	"South-Eastern Asia"	"1"
781	1976	"Southern Asia"	"0"
420	1976	"Western Africa"	"0"
110	1976	"South America"	"0"
570	1976	"Southern Africa"	"0"
571	1976	"Southern Africa"	"0"
53	1976	"Caribbean"	"1"
572	1976	"Southern Africa"	"0"
590	1976	"Eastern Africa"	"1"
411	1976	"Middle Africa"	"0"
950	1976	"Melanesia"	"1"
955	1976	"Polynesia"	"0"
771	1976	"Southern Asia"	"0"
692	1976	"Western Asia"	"2"
694	1976	"Western Asia"	"2"
696	1976	"Western Asia"	"2"
31	1976	"Caribbean"	"1"
55	1976	"Caribbean"	"0"
404	1976	"Western Africa"	"0"
541	1976	"Eastern Africa"	"0"
581	1976	"Eastern Africa"	"0"
910	1976	"Melanesia"	"0"
403	1976	"Middle Africa"	"0"
540	1976	"Middle Africa"	"0"
115	1976	"South America"	"1"
402	1976	"Western Africa"	"0"
591	1976	"Eastern Africa"	"0"
522	1976	"Eastern Africa"	NA
54	1976	"Caribbean"	NA
940	1976	"Melanesia"	NA
56	1976	"Caribbean"	NA
57	1976	"Caribbean"	NA
946	1976	"Micronesia"	NA
935	1976	"Melanesia"	NA
58	1976	"Caribbean"	NA
80	1976	"Central America"	NA
60	1976	"Caribbean"	NA
835	1976	"South-Eastern Asia"	NA
983	1976	"Micronesia"	NA
987	1976	"Micronesia"	NA
565	1976	"Southern Africa"	NA
702	1976	"Central Asia"	NA
703	1976	"Central Asia"	NA
704	1976	"Central Asia"	NA
359	1976	"Eastern Europe"	NA
343	1976	"Southern Europe"	NA
371	1976	"Western Asia"	NA
373	1976	"Western Asia"	NA
701	1976	"Central Asia"	NA
705	1976	"Central Asia"	NA
369	1976	"Eastern Europe"	NA
370	1976	"Eastern Europe"	NA
366	1976	"Northern Europe"	NA
367	1976	"Northern Europe"	NA
368	1976	"Northern Europe"	NA
372	1976	"Western Asia"	NA
346	1976	"Southern Europe"	NA
344	1976	"Southern Europe"	NA
349	1976	"Southern Europe"	NA
531	1976	"Eastern Africa"	NA
316	1976	"Eastern Europe"	NA
317	1976	"Eastern Europe"	NA
986	1976	"Micronesia"	NA
41	1977	"Caribbean"	"0"
42	1977	"Caribbean"	"0"
70	1977	"Central America"	"1"
90	1977	"Central America"	"1"
91	1977	"Central America"	"0"
92	1977	"Central America"	"1"
93	1977	"Central America"	"1"
94	1977	"Central America"	"1"
95	1977	"Central America"	"1"
530	1977	"Eastern Africa"	"0"
710	1977	"Eastern Asia"	"0"
712	1977	"Eastern Asia"	"0"
731	1977	"Eastern Asia"	"0"
732	1977	"Eastern Asia"	"1"
740	1977	"Eastern Asia"	"2"
360	1977	"Eastern Europe"	"0"
365	1977	"Eastern Europe"	"1"
265	1977	"No Region"	"0"
315	1977	"No Region"	"1"
345	1977	"No Region"	"1"
713	1977	"No Region"	"0"
651	1977	"Northern Africa"	"0"
100	1977	"South America"	"1"
130	1977	"South America"	"1"
135	1977	"South America"	"1"
140	1977	"South America"	"1"
145	1977	"South America"	"0"
150	1977	"South America"	"1"
155	1977	"South America"	"1"
775	1977	"South-Eastern Asia"	"0"
800	1977	"South-Eastern Asia"	"0"
840	1977	"South-Eastern Asia"	"0"
850	1977	"South-Eastern Asia"	"0"
630	1977	"Southern Asia"	"1"
700	1977	"Southern Asia"	"0"
750	1977	"Southern Asia"	"0"
760	1977	"Southern Asia"	"0"
770	1977	"Southern Asia"	"0"
780	1977	"Southern Asia"	"0"
790	1977	"Southern Asia"	"0"
230	1977	"Southern Europe"	"2"
232	1977	"Southern Europe"	"0"
235	1977	"Southern Europe"	"1"
331	1977	"Southern Europe"	"0"
339	1977	"Southern Europe"	"0"
350	1977	"Southern Europe"	"1"
450	1977	"Western Africa"	"0"
640	1977	"Western Asia"	"1"
645	1977	"Western Asia"	"1"
652	1977	"Western Asia"	"0"
660	1977	"Western Asia"	"0"
663	1977	"Western Asia"	"0"
679	1977	"Western Asia"	"0"
698	1977	"Western Asia"	"1"
221	1977	"Western Europe"	"0"
223	1977	"Western Europe"	"0"
900	1977	"Australia and New Zealand"	"2"
920	1977	"Australia and New Zealand"	"2"
40	1977	"Caribbean"	"1"
290	1977	"Eastern Europe"	"1"
310	1977	"Eastern Europe"	"1"
355	1977	"Eastern Europe"	"1"
260	1977	"No Region"	"2"
2	1977	"Northern America"	"2"
20	1977	"Northern America"	"2"
200	1977	"Northern Europe"	"2"
205	1977	"Northern Europe"	"1"
375	1977	"Northern Europe"	"2"
380	1977	"Northern Europe"	"2"
385	1977	"Northern Europe"	"2"
390	1977	"Northern Europe"	"2"
395	1977	"Northern Europe"	"2"
101	1977	"South America"	"1"
160	1977	"South America"	"1"
165	1977	"South America"	"1"
560	1977	"Southern Africa"	"1"
325	1977	"Southern Europe"	"2"
666	1977	"Western Asia"	"1"
670	1977	"Western Asia"	"2"
210	1977	"Western Europe"	"2"
211	1977	"Western Europe"	"2"
212	1977	"Western Europe"	"2"
220	1977	"Western Europe"	"2"
225	1977	"Western Europe"	"2"
305	1977	"Western Europe"	"2"
620	1977	"Northern Africa"	"0"
811	1977	"South-Eastern Asia"	"0"
818	1977	"No Region"	"0"
812	1977	"South-Eastern Asia"	"0"
600	1977	"Northern Africa"	"0"
616	1977	"Northern Africa"	"1"
625	1977	"Northern Africa"	"0"
820	1977	"South-Eastern Asia"	"1"
452	1977	"Western Africa"	"0"
438	1977	"Western Africa"	"0"
520	1977	"Eastern Africa"	"0"
580	1977	"Eastern Africa"	"0"
471	1977	"Middle Africa"	"0"
481	1977	"Middle Africa"	"1"
482	1977	"Middle Africa"	"0"
483	1977	"Middle Africa"	"0"
484	1977	"Middle Africa"	"0"
490	1977	"Middle Africa"	"0"
432	1977	"Western Africa"	"0"
433	1977	"Western Africa"	"0"
434	1977	"Western Africa"	"0"
435	1977	"Western Africa"	"0"
436	1977	"Western Africa"	"0"
437	1977	"Western Africa"	"0"
439	1977	"Western Africa"	"0"
461	1977	"Western Africa"	"0"
475	1977	"Western Africa"	"0"
352	1977	"Western Asia"	"1"
510	1977	"Eastern Africa"	"0"
451	1977	"Western Africa"	"0"
690	1977	"Western Asia"	"2"
51	1977	"Caribbean"	"1"
500	1977	"Eastern Africa"	"0"
516	1977	"Eastern Africa"	"0"
517	1977	"Eastern Africa"	"0"
615	1977	"Northern Africa"	"1"
990	1977	"Polynesia"	"0"
52	1977	"Caribbean"	"1"
501	1977	"Eastern Africa"	"0"
551	1977	"Eastern Africa"	"0"
553	1977	"Eastern Africa"	"0"
338	1977	"Southern Europe"	"1"
552	1977	"Eastern Africa"	"0"
830	1977	"South-Eastern Asia"	"1"
781	1977	"Southern Asia"	"0"
420	1977	"Western Africa"	"0"
110	1977	"South America"	"0"
570	1977	"Southern Africa"	"0"
571	1977	"Southern Africa"	"0"
53	1977	"Caribbean"	"1"
572	1977	"Southern Africa"	"0"
590	1977	"Eastern Africa"	"1"
411	1977	"Middle Africa"	"0"
950	1977	"Melanesia"	"1"
955	1977	"Polynesia"	"0"
771	1977	"Southern Asia"	"0"
692	1977	"Western Asia"	"2"
694	1977	"Western Asia"	"2"
696	1977	"Western Asia"	"2"
31	1977	"Caribbean"	"1"
55	1977	"Caribbean"	"0"
404	1977	"Western Africa"	"0"
541	1977	"Eastern Africa"	"0"
581	1977	"Eastern Africa"	"0"
910	1977	"Melanesia"	"0"
403	1977	"Middle Africa"	"0"
540	1977	"Middle Africa"	"0"
115	1977	"South America"	"1"
402	1977	"Western Africa"	"0"
591	1977	"Eastern Africa"	"0"
522	1977	"Eastern Africa"	"0"
54	1977	"Caribbean"	NA
940	1977	"Melanesia"	NA
56	1977	"Caribbean"	NA
57	1977	"Caribbean"	NA
946	1977	"Micronesia"	NA
935	1977	"Melanesia"	NA
58	1977	"Caribbean"	NA
80	1977	"Central America"	NA
60	1977	"Caribbean"	NA
835	1977	"South-Eastern Asia"	NA
983	1977	"Micronesia"	NA
987	1977	"Micronesia"	NA
565	1977	"Southern Africa"	NA
702	1977	"Central Asia"	NA
703	1977	"Central Asia"	NA
704	1977	"Central Asia"	NA
359	1977	"Eastern Europe"	NA
343	1977	"Southern Europe"	NA
371	1977	"Western Asia"	NA
373	1977	"Western Asia"	NA
701	1977	"Central Asia"	NA
705	1977	"Central Asia"	NA
369	1977	"Eastern Europe"	NA
370	1977	"Eastern Europe"	NA
366	1977	"Northern Europe"	NA
367	1977	"Northern Europe"	NA
368	1977	"Northern Europe"	NA
372	1977	"Western Asia"	NA
346	1977	"Southern Europe"	NA
344	1977	"Southern Europe"	NA
349	1977	"Southern Europe"	NA
531	1977	"Eastern Africa"	NA
316	1977	"Eastern Europe"	NA
317	1977	"Eastern Europe"	NA
986	1977	"Micronesia"	NA
41	1978	"Caribbean"	"0"
42	1978	"Caribbean"	"0"
70	1978	"Central America"	"1"
90	1978	"Central America"	"1"
91	1978	"Central America"	"0"
92	1978	"Central America"	"1"
93	1978	"Central America"	"1"
94	1978	"Central America"	"1"
95	1978	"Central America"	"1"
530	1978	"Eastern Africa"	"0"
710	1978	"Eastern Asia"	"0"
712	1978	"Eastern Asia"	"0"
731	1978	"Eastern Asia"	"0"
732	1978	"Eastern Asia"	"1"
740	1978	"Eastern Asia"	"2"
360	1978	"Eastern Europe"	"1"
365	1978	"Eastern Europe"	"1"
265	1978	"No Region"	"0"
315	1978	"No Region"	"1"
345	1978	"No Region"	"1"
713	1978	"No Region"	"0"
651	1978	"Northern Africa"	"0"
100	1978	"South America"	"1"
130	1978	"South America"	"1"
135	1978	"South America"	"1"
140	1978	"South America"	"1"
145	1978	"South America"	"0"
150	1978	"South America"	"1"
155	1978	"South America"	"1"
775	1978	"South-Eastern Asia"	"0"
800	1978	"South-Eastern Asia"	"0"
840	1978	"South-Eastern Asia"	"0"
850	1978	"South-Eastern Asia"	"0"
630	1978	"Southern Asia"	"1"
700	1978	"Southern Asia"	"0"
750	1978	"Southern Asia"	"0"
760	1978	"Southern Asia"	"0"
770	1978	"Southern Asia"	"0"
780	1978	"Southern Asia"	"0"
790	1978	"Southern Asia"	"0"
230	1978	"Southern Europe"	"2"
232	1978	"Southern Europe"	"0"
235	1978	"Southern Europe"	"1"
331	1978	"Southern Europe"	"0"
339	1978	"Southern Europe"	"0"
350	1978	"Southern Europe"	"2"
450	1978	"Western Africa"	"0"
640	1978	"Western Asia"	"1"
645	1978	"Western Asia"	"1"
652	1978	"Western Asia"	"0"
660	1978	"Western Asia"	"0"
663	1978	"Western Asia"	"0"
679	1978	"Western Asia"	"0"
698	1978	"Western Asia"	"1"
221	1978	"Western Europe"	"0"
223	1978	"Western Europe"	"0"
900	1978	"Australia and New Zealand"	"2"
920	1978	"Australia and New Zealand"	"2"
40	1978	"Caribbean"	"1"
290	1978	"Eastern Europe"	"1"
310	1978	"Eastern Europe"	"1"
355	1978	"Eastern Europe"	"1"
260	1978	"No Region"	"2"
2	1978	"Northern America"	"2"
20	1978	"Northern America"	"2"
200	1978	"Northern Europe"	"2"
205	1978	"Northern Europe"	"1"
375	1978	"Northern Europe"	"2"
380	1978	"Northern Europe"	"2"
385	1978	"Northern Europe"	"2"
390	1978	"Northern Europe"	"2"
395	1978	"Northern Europe"	"2"
101	1978	"South America"	"1"
160	1978	"South America"	"1"
165	1978	"South America"	"1"
560	1978	"Southern Africa"	"1"
325	1978	"Southern Europe"	"2"
666	1978	"Western Asia"	"1"
670	1978	"Western Asia"	"2"
210	1978	"Western Europe"	"2"
211	1978	"Western Europe"	"2"
212	1978	"Western Europe"	"2"
220	1978	"Western Europe"	"2"
225	1978	"Western Europe"	"2"
305	1978	"Western Europe"	"2"
620	1978	"Northern Africa"	"1"
811	1978	"South-Eastern Asia"	"0"
818	1978	"No Region"	"0"
812	1978	"South-Eastern Asia"	"0"
600	1978	"Northern Africa"	"0"
616	1978	"Northern Africa"	"1"
625	1978	"Northern Africa"	"0"
820	1978	"South-Eastern Asia"	"1"
452	1978	"Western Africa"	"0"
438	1978	"Western Africa"	"0"
520	1978	"Eastern Africa"	"0"
580	1978	"Eastern Africa"	"0"
471	1978	"Middle Africa"	"0"
481	1978	"Middle Africa"	"1"
482	1978	"Middle Africa"	"0"
483	1978	"Middle Africa"	"0"
484	1978	"Middle Africa"	"0"
490	1978	"Middle Africa"	"0"
432	1978	"Western Africa"	"0"
433	1978	"Western Africa"	"0"
434	1978	"Western Africa"	"0"
435	1978	"Western Africa"	"0"
436	1978	"Western Africa"	"0"
437	1978	"Western Africa"	"0"
439	1978	"Western Africa"	"0"
461	1978	"Western Africa"	"0"
475	1978	"Western Africa"	"0"
352	1978	"Western Asia"	"1"
510	1978	"Eastern Africa"	"0"
451	1978	"Western Africa"	"0"
690	1978	"Western Asia"	"2"
51	1978	"Caribbean"	"1"
500	1978	"Eastern Africa"	"0"
516	1978	"Eastern Africa"	"0"
517	1978	"Eastern Africa"	"0"
615	1978	"Northern Africa"	"1"
990	1978	"Polynesia"	"0"
52	1978	"Caribbean"	"1"
501	1978	"Eastern Africa"	"0"
551	1978	"Eastern Africa"	"0"
553	1978	"Eastern Africa"	"0"
338	1978	"Southern Europe"	"1"
552	1978	"Eastern Africa"	"0"
830	1978	"South-Eastern Asia"	"1"
781	1978	"Southern Asia"	"0"
420	1978	"Western Africa"	"0"
110	1978	"South America"	"0"
570	1978	"Southern Africa"	"0"
571	1978	"Southern Africa"	"0"
53	1978	"Caribbean"	"1"
572	1978	"Southern Africa"	"1"
590	1978	"Eastern Africa"	"1"
411	1978	"Middle Africa"	"0"
950	1978	"Melanesia"	"1"
955	1978	"Polynesia"	"0"
771	1978	"Southern Asia"	"0"
692	1978	"Western Asia"	"2"
694	1978	"Western Asia"	"2"
696	1978	"Western Asia"	"2"
31	1978	"Caribbean"	"2"
55	1978	"Caribbean"	"0"
404	1978	"Western Africa"	"0"
541	1978	"Eastern Africa"	"0"
581	1978	"Eastern Africa"	"0"
910	1978	"Melanesia"	"0"
403	1978	"Middle Africa"	"0"
540	1978	"Middle Africa"	"0"
115	1978	"South America"	"1"
402	1978	"Western Africa"	"0"
591	1978	"Eastern Africa"	"0"
522	1978	"Eastern Africa"	"0"
54	1978	"Caribbean"	"0"
940	1978	"Melanesia"	"0"
56	1978	"Caribbean"	NA
57	1978	"Caribbean"	NA
946	1978	"Micronesia"	NA
935	1978	"Melanesia"	NA
58	1978	"Caribbean"	NA
80	1978	"Central America"	NA
60	1978	"Caribbean"	NA
835	1978	"South-Eastern Asia"	NA
983	1978	"Micronesia"	NA
987	1978	"Micronesia"	NA
565	1978	"Southern Africa"	NA
702	1978	"Central Asia"	NA
703	1978	"Central Asia"	NA
704	1978	"Central Asia"	NA
359	1978	"Eastern Europe"	NA
343	1978	"Southern Europe"	NA
371	1978	"Western Asia"	NA
373	1978	"Western Asia"	NA
701	1978	"Central Asia"	NA
705	1978	"Central Asia"	NA
369	1978	"Eastern Europe"	NA
370	1978	"Eastern Europe"	NA
366	1978	"Northern Europe"	NA
367	1978	"Northern Europe"	NA
368	1978	"Northern Europe"	NA
372	1978	"Western Asia"	NA
346	1978	"Southern Europe"	NA
344	1978	"Southern Europe"	NA
349	1978	"Southern Europe"	NA
531	1978	"Eastern Africa"	NA
316	1978	"Eastern Europe"	NA
317	1978	"Eastern Europe"	NA
986	1978	"Micronesia"	NA
41	1979	"Caribbean"	"0"
42	1979	"Caribbean"	"0"
70	1979	"Central America"	"1"
90	1979	"Central America"	"1"
91	1979	"Central America"	"0"
92	1979	"Central America"	"1"
93	1979	"Central America"	"0"
94	1979	"Central America"	"1"
95	1979	"Central America"	"1"
530	1979	"Eastern Africa"	"0"
710	1979	"Eastern Asia"	"0"
712	1979	"Eastern Asia"	"0"
731	1979	"Eastern Asia"	"0"
732	1979	"Eastern Asia"	"1"
740	1979	"Eastern Asia"	"2"
360	1979	"Eastern Europe"	"1"
365	1979	"Eastern Europe"	"1"
265	1979	"No Region"	"0"
315	1979	"No Region"	"1"
345	1979	"No Region"	"1"
713	1979	"No Region"	"0"
651	1979	"Northern Africa"	"0"
100	1979	"South America"	"1"
130	1979	"South America"	"1"
135	1979	"South America"	"1"
140	1979	"South America"	"1"
145	1979	"South America"	"0"
150	1979	"South America"	"1"
155	1979	"South America"	"1"
775	1979	"South-Eastern Asia"	"0"
800	1979	"South-Eastern Asia"	"0"
840	1979	"South-Eastern Asia"	"0"
850	1979	"South-Eastern Asia"	"0"
630	1979	"Southern Asia"	"1"
700	1979	"Southern Asia"	"0"
750	1979	"Southern Asia"	"0"
760	1979	"Southern Asia"	"0"
770	1979	"Southern Asia"	"0"
780	1979	"Southern Asia"	"0"
790	1979	"Southern Asia"	"0"
230	1979	"Southern Europe"	"2"
232	1979	"Southern Europe"	"0"
235	1979	"Southern Europe"	"1"
331	1979	"Southern Europe"	"0"
339	1979	"Southern Europe"	"0"
350	1979	"Southern Europe"	"2"
450	1979	"Western Africa"	"0"
640	1979	"Western Asia"	"1"
645	1979	"Western Asia"	"2"
652	1979	"Western Asia"	"0"
660	1979	"Western Asia"	"0"
663	1979	"Western Asia"	"1"
679	1979	"Western Asia"	"0"
698	1979	"Western Asia"	"1"
221	1979	"Western Europe"	"0"
223	1979	"Western Europe"	"0"
900	1979	"Australia and New Zealand"	"2"
920	1979	"Australia and New Zealand"	"2"
40	1979	"Caribbean"	"1"
290	1979	"Eastern Europe"	"1"
310	1979	"Eastern Europe"	"1"
355	1979	"Eastern Europe"	"1"
260	1979	"No Region"	"2"
2	1979	"Northern America"	"2"
20	1979	"Northern America"	"2"
200	1979	"Northern Europe"	"2"
205	1979	"Northern Europe"	"1"
375	1979	"Northern Europe"	"2"
380	1979	"Northern Europe"	"2"
385	1979	"Northern Europe"	"2"
390	1979	"Northern Europe"	"2"
395	1979	"Northern Europe"	"2"
101	1979	"South America"	"1"
160	1979	"South America"	"1"
165	1979	"South America"	"1"
560	1979	"Southern Africa"	"1"
325	1979	"Southern Europe"	"2"
666	1979	"Western Asia"	"2"
670	1979	"Western Asia"	"2"
210	1979	"Western Europe"	"2"
211	1979	"Western Europe"	"2"
212	1979	"Western Europe"	"2"
220	1979	"Western Europe"	"2"
225	1979	"Western Europe"	"2"
305	1979	"Western Europe"	"2"
620	1979	"Northern Africa"	"1"
811	1979	"South-Eastern Asia"	"0"
818	1979	"No Region"	"0"
812	1979	"South-Eastern Asia"	"0"
600	1979	"Northern Africa"	"0"
616	1979	"Northern Africa"	"1"
625	1979	"Northern Africa"	"0"
820	1979	"South-Eastern Asia"	"1"
452	1979	"Western Africa"	"0"
438	1979	"Western Africa"	"0"
520	1979	"Eastern Africa"	"0"
580	1979	"Eastern Africa"	"0"
471	1979	"Middle Africa"	"0"
481	1979	"Middle Africa"	"1"
482	1979	"Middle Africa"	"0"
483	1979	"Middle Africa"	"0"
484	1979	"Middle Africa"	"0"
490	1979	"Middle Africa"	"0"
432	1979	"Western Africa"	"0"
433	1979	"Western Africa"	"0"
434	1979	"Western Africa"	"0"
435	1979	"Western Africa"	"0"
436	1979	"Western Africa"	"0"
437	1979	"Western Africa"	"0"
439	1979	"Western Africa"	"0"
461	1979	"Western Africa"	"0"
475	1979	"Western Africa"	"0"
352	1979	"Western Asia"	"1"
510	1979	"Eastern Africa"	"0"
451	1979	"Western Africa"	"0"
690	1979	"Western Asia"	"2"
51	1979	"Caribbean"	"1"
500	1979	"Eastern Africa"	"0"
516	1979	"Eastern Africa"	"0"
517	1979	"Eastern Africa"	"0"
615	1979	"Northern Africa"	"1"
990	1979	"Polynesia"	"0"
52	1979	"Caribbean"	"1"
501	1979	"Eastern Africa"	"0"
551	1979	"Eastern Africa"	"0"
553	1979	"Eastern Africa"	"0"
338	1979	"Southern Europe"	"1"
552	1979	"Eastern Africa"	"0"
830	1979	"South-Eastern Asia"	"1"
781	1979	"Southern Asia"	"0"
420	1979	"Western Africa"	"0"
110	1979	"South America"	"0"
570	1979	"Southern Africa"	"0"
571	1979	"Southern Africa"	"0"
53	1979	"Caribbean"	"1"
572	1979	"Southern Africa"	"1"
590	1979	"Eastern Africa"	"1"
411	1979	"Middle Africa"	"0"
950	1979	"Melanesia"	"1"
955	1979	"Polynesia"	"0"
771	1979	"Southern Asia"	"0"
692	1979	"Western Asia"	"2"
694	1979	"Western Asia"	"2"
696	1979	"Western Asia"	"2"
31	1979	"Caribbean"	"2"
55	1979	"Caribbean"	"0"
404	1979	"Western Africa"	"0"
541	1979	"Eastern Africa"	"0"
581	1979	"Eastern Africa"	"0"
910	1979	"Melanesia"	"0"
403	1979	"Middle Africa"	"0"
540	1979	"Middle Africa"	"0"
115	1979	"South America"	"1"
402	1979	"Western Africa"	"0"
591	1979	"Eastern Africa"	"0"
522	1979	"Eastern Africa"	"0"
54	1979	"Caribbean"	"0"
940	1979	"Melanesia"	"0"
56	1979	"Caribbean"	"0"
57	1979	"Caribbean"	"0"
946	1979	"Micronesia"	"0"
935	1979	"Melanesia"	NA
58	1979	"Caribbean"	NA
80	1979	"Central America"	NA
60	1979	"Caribbean"	NA
835	1979	"South-Eastern Asia"	NA
983	1979	"Micronesia"	NA
987	1979	"Micronesia"	NA
565	1979	"Southern Africa"	NA
702	1979	"Central Asia"	NA
703	1979	"Central Asia"	NA
704	1979	"Central Asia"	NA
359	1979	"Eastern Europe"	NA
343	1979	"Southern Europe"	NA
371	1979	"Western Asia"	NA
373	1979	"Western Asia"	NA
701	1979	"Central Asia"	NA
705	1979	"Central Asia"	NA
369	1979	"Eastern Europe"	NA
370	1979	"Eastern Europe"	NA
366	1979	"Northern Europe"	NA
367	1979	"Northern Europe"	NA
368	1979	"Northern Europe"	NA
372	1979	"Western Asia"	NA
346	1979	"Southern Europe"	NA
344	1979	"Southern Europe"	NA
349	1979	"Southern Europe"	NA
531	1979	"Eastern Africa"	NA
316	1979	"Eastern Europe"	NA
317	1979	"Eastern Europe"	NA
986	1979	"Micronesia"	NA
41	1980	"Caribbean"	"0"
42	1980	"Caribbean"	"0"
70	1980	"Central America"	"1"
90	1980	"Central America"	"1"
91	1980	"Central America"	"0"
92	1980	"Central America"	"1"
93	1980	"Central America"	"0"
94	1980	"Central America"	"1"
95	1980	"Central America"	"1"
530	1980	"Eastern Africa"	"0"
710	1980	"Eastern Asia"	"0"
712	1980	"Eastern Asia"	"0"
731	1980	"Eastern Asia"	"0"
732	1980	"Eastern Asia"	"1"
740	1980	"Eastern Asia"	"2"
360	1980	"Eastern Europe"	"0"
365	1980	"Eastern Europe"	"1"
265	1980	"No Region"	"0"
315	1980	"No Region"	"1"
345	1980	"No Region"	"1"
713	1980	"No Region"	"0"
651	1980	"Northern Africa"	"0"
100	1980	"South America"	"1"
130	1980	"South America"	"1"
135	1980	"South America"	"1"
140	1980	"South America"	"1"
145	1980	"South America"	"0"
150	1980	"South America"	"1"
155	1980	"South America"	"1"
775	1980	"South-Eastern Asia"	"0"
800	1980	"South-Eastern Asia"	"0"
